InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,TotalAmount,Year,Month,Day,DayOfWeek
C549762,ST47938,RECIPE BOX WITH METAL HEART,37,2023-01-04,42.23,10057,United Kingdom,1562.51,1562.51,2023,1,4,Wednesday
C536871,ST79806,SET OF 3 CAKE TINS PANTRY DESIGN,3,2023-03-03,7.85,10336,Spain,23.55,23.549999999999997,2023,3,3,Friday
C569150,ST15544,VINTAGE PAISLEY STATIONERY SET,65,2023-04-28,4.75,10721,Netherlands,308.75,308.75,2023,4,28,Friday
C566495,ST63008,RED WOOLLY HOTTIE WHITE HEART,93,2023-01-10,24.1,10447,United Kingdom,2241.3,2241.3,2023,1,10,Tuesday
C563738,ST32527,LOVE BUILDING BLOCK WORD,1,2023-11-24,53.17,10727,United Kingdom,53.17,53.17,2023,11,24,Friday
C566517,ST87184,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,2,2023-11-13,14.03,10821,United Kingdom,28.06,28.06,2023,11,13,Monday
C541519,ST32037,SMALL POPCORN HOLDER,63,2023-09-26,12.85,10411,Germany,809.55,809.55,2023,9,26,Tuesday
C577864,ST55793,HAND WARMER UNION JACK,4,2023-09-19,49.91,10079,Spain,199.64,199.64,2023,9,19,Tuesday
C546044,ST88957,BOX OF VINTAGE JIGSAW BLOCKS,5,2023-11-27,11.53,10360,Spain,57.65,57.65,2023,11,27,Monday
C565784,ST92210,SKULL SHOULDER BAG,10,2023-10-24,18.35,10779,United Kingdom,183.5,183.5,2023,10,24,Tuesday
C565185,ST46002,RED WOOLLY HOTTIE WHITE HEART,11,2023-03-19,17.25,10324,United Kingdom,189.75,189.75,2023,3,19,Sunday
C559429,ST17456,SET OF 4 PANTRY JELLY MOULDS,8,2023-01-29,25.32,10606,United Kingdom,202.56,202.56,2023,1,29,Sunday
C541393,ST86064,SET 7 BABUSHKA NESTING BOXES,9,2023-05-27,21.67,10378,Spain,195.03000000000003,195.03000000000003,2023,5,27,Saturday
C565838,ST75715,SKULL SHOULDER BAG,6,2023-01-22,33.61,10568,United Kingdom,201.66,201.66,2023,1,22,Sunday
C565890,ST21053,GLASS STAR FROSTED T-LIGHT HOLDER,63,2023-02-01,54.05,10155,United Kingdom,3405.15,3405.1499999999996,2023,2,1,Wednesday
C547673,ST78690,CREAM CUPID HEARTS COAT HANGER,8,2023-11-27,54.51,10517,United Kingdom,436.08,436.08,2023,11,27,Monday
C546768,ST54350,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,5,2023-11-09,21.83,10536,United Kingdom,109.15,109.14999999999999,2023,11,9,Thursday
C539796,ST83133,PACK OF 72 RETROSPOT CAKE CASES,2,2023-11-03,18.7,10696,United Kingdom,37.4,37.4,2023,11,3,Friday
C554986,ST88997,BOX OF VINTAGE ALPHABET BLOCKS,11,2023-07-17,53.07,10695,United Kingdom,583.77,583.77,2023,7,17,Monday
C558212,ST50662,SET 7 BABUSHKA NESTING BOXES,3,2023-03-18,50.49,10895,United Kingdom,151.47,151.47,2023,3,18,Saturday
C579758,ST50577,SMALL POPCORN HOLDER,12,2023-12-02,51.64,10991,United Kingdom,619.6800000000001,619.6800000000001,2023,12,2,Saturday
C578536,ST97878,PINK CHERRY LIGHTS,87,2023-07-12,5.91,10573,United Kingdom,514.17,514.17,2023,7,12,Wednesday
C560077,ST54791,WHITE METAL LANTERN,3,2023-09-18,52.36,10434,United Kingdom,157.07999999999998,157.07999999999998,2023,9,18,Monday
C548948,ST23256,BOX OF 6 ASSORTED COLOUR TEASPOONS,39,2023-09-06,5.03,10971,Germany,196.17,196.17000000000002,2023,9,6,Wednesday
C570871,ST59377,CREAM CUPID HEARTS COAT HANGER,10,2023-10-04,7.95,10520,United Kingdom,79.5,79.5,2023,10,4,Wednesday
C548216,ST15726,SAVE THE WHALE COTTON BAG,41,2023-03-25,39.9,10158,United Kingdom,1635.9,1635.8999999999999,2023,3,25,Saturday
C552039,ST35430,RECIPE BOX WITH METAL HEART,80,2023-10-01,49.8,10240,United Kingdom,3984.0,3984.0,2023,10,1,Sunday
C573748,ST75916,LUNCH BAG RED RETROSPOT,5,2023-12-14,42.99,10377,EIRE,214.95,214.95000000000002,2023,12,14,Thursday
C546985,ST16839,FELTCRAFT PRINCESS CHARLOTTE DOLL,37,2023-08-03,48.12,10541,United Kingdom,1780.4399999999998,1780.4399999999998,2023,8,3,Thursday
C560692,ST47363,VINTAGE PAISLEY STATIONERY SET,86,2023-09-04,46.94,10657,United Kingdom,4036.84,4036.8399999999997,2023,9,4,Monday
C554242,ST22021,LUNCH BAG RED RETROSPOT,38,2023-03-24,45.85,10086,United Kingdom,1742.3,1742.3,2023,3,24,Friday
C565930,ST75799,BLUE CHERRY LIGHTS,73,2023-04-24,3.73,10970,United Kingdom,272.29,272.29,2023,4,24,Monday
C561672,ST22987,SET 7 BABUSHKA NESTING BOXES,1,2023-05-01,18.11,10383,United Kingdom,18.11,18.11,2023,5,1,Monday
C558338,ST71925,ASSORTED COLOUR BIRD ORNAMENT,5,2023-11-29,50.53,10860,United Kingdom,252.65,252.65,2023,11,29,Wednesday
C567108,ST38266,LUNCH BAG RED RETROSPOT,2,2023-03-13,1.88,10713,Italy,3.76,3.76,2023,3,13,Monday
C572331,ST41147,AIRLINE BAG VINTAGE JET SET,2,2023-03-18,42.88,10856,United Kingdom,85.76,85.76,2023,3,18,Saturday
C539494,ST24530,BOX OF VINTAGE JIGSAW BLOCKS,10,2023-03-04,25.6,10309,Spain,256.0,256.0,2023,3,4,Saturday
C575472,ST28818,GLASS HANGING T-LIGHT HOLDER,9,2023-09-13,31.99,10857,United Kingdom,287.91,287.90999999999997,2023,9,13,Wednesday
C536467,ST97080,SAVE THE WHALE COTTON BAG,10,2023-08-08,23.41,10299,France,234.1,234.1,2023,8,8,Tuesday
C570672,ST76535,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,9,2023-02-13,30.31,10685,United Kingdom,272.79,272.78999999999996,2023,2,13,Monday
C561953,ST43246,LUNCH BAG SUKI DESIGN,7,2023-01-11,53.97,10568,United Kingdom,377.79,377.78999999999996,2023,1,11,Wednesday
C559767,ST23587,RED WOOLLY HOTTIE WHITE HEART,12,2023-01-09,36.43,10766,United Kingdom,437.16,437.15999999999997,2023,1,9,Monday
C558156,ST94252,HAND WARMER RED POLKA DOT,9,2023-10-25,19.18,10791,United Kingdom,172.62,172.62,2023,10,25,Wednesday
C566814,ST69988,LUNCH BAG SUKI DESIGN,3,2023-12-17,4.27,10180,Germany,12.81,12.809999999999999,2023,12,17,Sunday
C549576,ST50642,CREAM CUPID HEARTS COAT HANGER,1,2023-05-31,17.94,10038,United Kingdom,17.94,17.94,2023,5,31,Wednesday
C571953,ST56789,LUNCH BAG SUKI DESIGN,11,2023-07-23,11.2,10528,United Kingdom,123.2,123.19999999999999,2023,7,23,Sunday
C579339,ST62431,PINK CHERRY LIGHTS,6,2023-01-25,24.51,10883,United Kingdom,147.06,147.06,2023,1,25,Wednesday
C561704,ST58148,PINK CHERRY LIGHTS,83,2023-08-14,38.33,10762,United Kingdom,3181.39,3181.39,2023,8,14,Monday
C553844,ST33652,SET 7 BABUSHKA NESTING BOXES,2,2023-09-23,24.17,10947,Switzerland,48.34,48.34,2023,9,23,Saturday
C557415,ST68447,GLASS STAR FROSTED T-LIGHT HOLDER,11,2023-05-31,16.86,10559,Switzerland,185.46,185.45999999999998,2023,5,31,Wednesday
C547286,ST56210,LUNCH BAG RED RETROSPOT,1,2023-08-07,40.21,10618,Netherlands,40.21,40.21,2023,8,7,Monday
C554358,ST93560,PACK OF 72 RETROSPOT CAKE CASES,27,2023-08-11,4.91,10630,United Kingdom,132.57,132.57,2023,8,11,Friday
C569990,ST98878,POPPY'S PLAYHOUSE KITCHEN,38,2023-07-06,46.81,10416,United Kingdom,1778.7800000000002,1778.7800000000002,2023,7,6,Thursday
C538645,ST60181,HAND WARMER RED POLKA DOT,11,2023-08-13,20.69,10801,Belgium,227.59,227.59,2023,8,13,Sunday
C538487,ST58760,AIRLINE BAG VINTAGE JET SET,8,2023-10-18,52.23,10973,United Kingdom,417.84,417.84,2023,10,18,Wednesday
C573977,ST46528,HAND WARMER RED POLKA DOT,7,2023-02-09,17.87,10455,Portugal,125.09,125.09,2023,2,9,Thursday
C538063,ST25435,POPPY'S PLAYHOUSE BEDROOM,7,2023-02-28,50.32,10256,Portugal,352.24,352.24,2023,2,28,Tuesday
C565611,ST74382,IVORY KNITTED MUG COZY,56,2023-05-14,38.43,10269,EIRE,2152.08,2152.08,2023,5,14,Sunday
C545260,ST21506,RED WOOLLY HOTTIE WHITE HEART,12,2023-03-04,24.95,10205,United Kingdom,299.4,299.4,2023,3,4,Saturday
C557309,ST49315,BLUE CHERRY LIGHTS,9,2023-12-16,30.21,10830,United Kingdom,271.89,271.89,2023,12,16,Saturday
C578157,ST36342,POPPY'S PLAYHOUSE BEDROOM,9,2023-03-22,12.99,10872,EIRE,116.91,116.91,2023,3,22,Wednesday
C551879,ST71263,SET OF 3 CAKE TINS PANTRY DESIGN,9,2023-03-13,31.84,10812,United Kingdom,286.56,286.56,2023,3,13,Monday
C544869,ST72739,SAVE THE WHALE COTTON BAG,28,2023-10-10,17.6,10823,United Kingdom,492.80000000000007,492.80000000000007,2023,10,10,Tuesday
C563197,ST68979,SKULL SHOULDER BAG,6,2023-07-30,35.63,10539,United Kingdom,213.78000000000003,213.78000000000003,2023,7,30,Sunday
C570270,ST33850,BLUE CHERRY LIGHTS,9,2023-12-15,35.49,10478,Belgium,319.41,319.41,2023,12,15,Friday
C564717,ST77908,SET OF 4 PANTRY JELLY MOULDS,27,2023-03-08,45.87,10787,United Kingdom,1238.49,1238.49,2023,3,8,Wednesday
C547155,ST78012,POPPY'S PLAYHOUSE KITCHEN,12,2023-06-05,13.06,10157,United Kingdom,156.72,156.72,2023,6,5,Monday
C541533,ST91922,BOX OF VINTAGE ALPHABET BLOCKS,9,2023-05-26,15.71,10917,United Kingdom,141.39,141.39000000000001,2023,5,26,Friday
C571327,ST86106,SET 7 BABUSHKA NESTING BOXES,3,2023-11-11,32.9,10311,United Kingdom,98.7,98.69999999999999,2023,11,11,Saturday
C579535,ST83874,SAVE THE WHALE COTTON BAG,10,2023-03-29,19.13,10158,Channel Islands,191.3,191.29999999999998,2023,3,29,Wednesday
C541688,ST37631,CREAM CUPID HEARTS COAT HANGER,93,2023-01-15,15.18,10043,United Kingdom,1411.74,1411.74,2023,1,15,Sunday
C563666,ST81509,SAVE THE WHALE COTTON BAG,8,2023-10-20,48.99,10786,United Kingdom,391.92,391.92,2023,10,20,Friday
C556163,ST69446,LUNCH BAG SUKI DESIGN,11,2023-11-25,22.84,10297,Spain,251.24,251.24,2023,11,25,Saturday
C540291,ST54589,POPPY'S PLAYHOUSE KITCHEN,8,2023-12-19,26.0,10075,Germany,208.0,208.0,2023,12,19,Tuesday
C556850,ST27139,CHOCOLATE HOT WATER BOTTLE,6,2023-03-15,53.67,10622,United Kingdom,322.02,322.02,2023,3,15,Wednesday
C570114,ST45058,VINTAGE PAISLEY STATIONERY SET,4,2023-07-09,26.11,10779,Germany,104.44,104.44,2023,7,9,Sunday
C545597,ST64805,GLASS STAR FROSTED T-LIGHT HOLDER,7,2023-05-07,47.64,10461,United Kingdom,333.48,333.48,2023,5,7,Sunday
C557823,ST75308,SKULL SHOULDER BAG,4,2023-03-23,42.17,10255,United Kingdom,168.68,168.68,2023,3,23,Thursday
C569051,ST76249,RECIPE BOX WITH METAL HEART,2,2023-08-28,52.03,10528,France,104.06,104.06,2023,8,28,Monday
C550464,ST88317,AIRLINE BAG VINTAGE WORLD CHAMPION,1,2023-05-04,16.09,10469,France,16.09,16.09,2023,5,4,Thursday
C580439,ST66482,LUNCH BAG SUKI DESIGN,1,2023-12-01,46.72,10904,EIRE,46.72,46.72,2023,12,1,Friday
C560336,ST83638,SMALL POPCORN HOLDER,7,2023-05-16,3.62,10138,Netherlands,25.34,25.34,2023,5,16,Tuesday
C572621,ST82070,LOVE BUILDING BLOCK WORD,9,2023-07-05,25.24,10200,United Kingdom,227.16,227.16,2023,7,5,Wednesday
C580955,ST54444,SAVE THE WHALE COTTON BAG,2,2023-11-16,22.18,10287,United Kingdom,44.36,44.36,2023,11,16,Thursday
C545819,ST15938,FELTCRAFT PRINCESS CHARLOTTE DOLL,7,2023-07-07,27.93,10572,France,195.51,195.51,2023,7,7,Friday
C558191,ST77568,LUNCH BAG SUKI DESIGN,3,2023-03-12,33.68,10040,United Kingdom,101.04,101.03999999999999,2023,3,12,Sunday
C576543,ST49221,CHOCOLATE HOT WATER BOTTLE,10,2023-06-17,40.88,10144,Germany,408.8,408.8,2023,6,17,Saturday
C569612,ST72245,SET OF 4 PANTRY JELLY MOULDS,12,2023-06-22,31.33,10608,France,375.96,375.96,2023,6,22,Thursday
C560505,ST92478,PINK CHERRY LIGHTS,7,2023-01-09,32.46,10836,Spain,227.22,227.22,2023,1,9,Monday
C567467,ST16731,BOX OF VINTAGE ALPHABET BLOCKS,94,2023-11-02,32.13,10028,United Kingdom,3020.2200000000003,3020.2200000000003,2023,11,2,Thursday
C547539,ST59832,MASON JAR CANDLE HOLDER,10,2023-09-03,42.79,10598,United Kingdom,427.9,427.9,2023,9,3,Sunday
C552237,ST12482,CREAM CUPID HEARTS COAT HANGER,12,2023-12-15,6.8,10152,United Kingdom,81.6,81.6,2023,12,15,Friday
C563810,ST90147,ASSORTED COLOUR BIRD ORNAMENT,4,2023-06-10,23.07,10452,United Kingdom,92.28,92.28,2023,6,10,Saturday
C540446,ST96799,HAND WARMER RED POLKA DOT,9,2023-08-30,18.45,10943,United Kingdom,166.04999999999998,166.04999999999998,2023,8,30,Wednesday
C561060,ST54869,CHOCOLATE HOT WATER BOTTLE,78,2023-09-27,50.24,10490,United Kingdom,3918.72,3918.7200000000003,2023,9,27,Wednesday
C580658,ST46569,BOX OF VINTAGE ALPHABET BLOCKS,4,2023-07-01,52.69,10560,United Kingdom,210.76,210.76,2023,7,1,Saturday
C551101,ST74094,RECIPE BOX WITH METAL HEART,12,2023-06-02,12.07,10572,United Kingdom,144.84,144.84,2023,6,2,Friday
C559224,ST85166,VINTAGE PAISLEY STATIONERY SET,55,2023-09-03,16.43,10325,United Kingdom,903.65,903.65,2023,9,3,Sunday
C561248,ST47700,SMALL POPCORN HOLDER,38,2023-10-06,16.58,10693,United Kingdom,630.04,630.04,2023,10,6,Friday
C559064,ST36485,LUNCH BAG RED RETROSPOT,12,2023-02-10,26.79,10979,United Kingdom,321.48,321.48,2023,2,10,Friday
C554133,ST86917,VINTAGE PAISLEY STATIONERY SET,3,2023-10-03,6.76,10848,France,20.28,20.28,2023,10,3,Tuesday
C539691,ST64172,MASON JAR CANDLE HOLDER,4,2023-05-05,3.69,10246,United Kingdom,14.76,14.76,2023,5,5,Friday
C542954,ST30701,HAND WARMER RED POLKA DOT,9,2023-08-30,53.8,10339,United Kingdom,484.2,484.2,2023,8,30,Wednesday
C567540,ST94659,LUNCH BAG SUKI DESIGN,5,2023-12-01,18.24,10417,United Kingdom,91.2,91.19999999999999,2023,12,1,Friday
C579114,ST14888,SKULL SHOULDER BAG,12,2023-02-15,40.01,10061,Germany,480.12,480.12,2023,2,15,Wednesday
C563751,ST62034,POPPY'S PLAYHOUSE BEDROOM,24,2023-03-31,54.85,10936,United Kingdom,1316.4,1316.4,2023,3,31,Friday
C548575,ST89007,LOVE BUILDING BLOCK WORD,21,2023-09-11,17.01,10807,United Kingdom,357.21000000000004,357.21000000000004,2023,9,11,Monday
C555014,ST27589,LUNCH BAG PINK POLKADOT,89,2023-06-21,29.24,10110,United Kingdom,2602.36,2602.3599999999997,2023,6,21,Wednesday
C567037,ST70150,HOME BUILDING BLOCK WORD,2,2023-09-16,18.76,10872,United Kingdom,37.52,37.52,2023,9,16,Saturday
C548567,ST35318,WHITE HANGING HEART T-LIGHT HOLDER,5,2023-05-12,31.6,10664,United Kingdom,158.0,158.0,2023,5,12,Friday
C578224,ST62538,SMALL POPCORN HOLDER,85,2023-11-09,18.61,10180,United Kingdom,1581.85,1581.85,2023,11,9,Thursday
C548474,ST60275,HAND WARMER RED POLKA DOT,4,2023-02-18,1.22,10686,United Kingdom,4.88,4.88,2023,2,18,Saturday
C553862,ST44282,PINK CHERRY LIGHTS,12,2023-08-17,31.87,10242,Germany,382.44,382.44,2023,8,17,Thursday
C551851,ST63138,KNITTED UNION FLAG HOT WATER BOTTLE,8,2023-07-04,17.46,10670,Italy,139.68,139.68,2023,7,4,Tuesday
C556745,ST38947,HAND WARMER UNION JACK,5,2023-09-15,20.75,10703,United Kingdom,103.75,103.75,2023,9,15,Friday
C567703,ST81989,ASSORTED COLOUR BIRD ORNAMENT,10,2023-03-10,21.08,10225,United Kingdom,210.8,210.79999999999998,2023,3,10,Friday
C571591,ST20730,IVORY KNITTED MUG COZY,11,2023-08-30,41.72,10935,France,458.92,458.91999999999996,2023,8,30,Wednesday
C570979,ST81781,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,10,2023-08-17,6.93,10539,United Kingdom,69.3,69.3,2023,8,17,Thursday
C549613,ST78202,SKULL SHOULDER BAG,3,2023-09-16,18.62,10925,United Kingdom,55.86,55.86,2023,9,16,Saturday
C580948,ST76895,IVORY KNITTED MUG COZY,8,2023-03-01,5.77,10453,United Kingdom,46.16,46.16,2023,3,1,Wednesday
C566081,ST83242,HAND WARMER RED POLKA DOT,8,2023-01-29,31.39,10457,United Kingdom,251.12,251.12,2023,1,29,Sunday
C556561,ST85800,WHITE METAL LANTERN,1,2023-12-11,41.24,10474,Portugal,41.24,41.24,2023,12,11,Monday
C564132,ST19046,BLUE CHERRY LIGHTS,9,2023-01-24,54.68,10075,EIRE,492.12,492.12,2023,1,24,Tuesday
C538444,ST94656,LOVE BUILDING BLOCK WORD,3,2023-08-30,42.32,10957,United Kingdom,126.96,126.96000000000001,2023,8,30,Wednesday
C560905,ST99486,WHITE BUTTERFLY T-LIGHT HOLDER,7,2023-08-04,21.19,10987,United Kingdom,148.33,148.33,2023,8,4,Friday
C571708,ST80419,HAND WARMER RED POLKA DOT,6,2023-12-05,7.27,10988,United Kingdom,43.62,43.62,2023,12,5,Tuesday
C544710,ST70686,BOX OF 6 ASSORTED COLOUR TEASPOONS,22,2023-09-28,53.84,10403,United Kingdom,1184.48,1184.48,2023,9,28,Thursday
C564160,ST55371,GLASS HANGING T-LIGHT HOLDER,4,2023-10-06,14.25,10690,United Kingdom,57.0,57.0,2023,10,6,Friday
C548717,ST12050,HAND WARMER UNION JACK,11,2023-05-22,23.55,10159,United Kingdom,259.05,259.05,2023,5,22,Monday
C540774,ST16380,GLASS STAR FROSTED T-LIGHT HOLDER,8,2023-04-16,33.22,10247,Germany,265.76,265.76,2023,4,16,Sunday
C562727,ST17398,LUNCH BAG RED RETROSPOT,4,2023-01-23,41.7,10251,United Kingdom,166.8,166.8,2023,1,23,Monday
C555322,ST88370,BOX OF 6 ASSORTED COLOUR TEASPOONS,93,2023-09-15,18.12,10144,United Kingdom,1685.16,1685.16,2023,9,15,Friday
C557380,ST78321,BOX OF VINTAGE JIGSAW BLOCKS,3,2023-12-11,54.23,10792,Switzerland,162.69,162.69,2023,12,11,Monday
C556058,ST32955,HOME BUILDING BLOCK WORD,10,2023-07-31,48.49,10227,Germany,484.9,484.90000000000003,2023,7,31,Monday
C564362,ST97994,VINTAGE PAISLEY STATIONERY SET,6,2023-12-14,51.84,10642,United Kingdom,311.04,311.04,2023,12,14,Thursday
C557253,ST80507,LARGE POPCORN HOLDER,5,2023-09-26,21.24,10391,United Kingdom,106.2,106.19999999999999,2023,9,26,Tuesday
C551133,ST17552,RECIPE BOX WITH METAL HEART,38,2023-05-04,44.48,10485,United Kingdom,1690.2399999999998,1690.2399999999998,2023,5,4,Thursday
C563661,ST36651,VINTAGE PAISLEY STATIONERY SET,7,2023-07-31,14.0,10576,United Kingdom,98.0,98.0,2023,7,31,Monday
C541546,ST34966,LUNCH BAG RED RETROSPOT,31,2023-11-28,29.85,10339,United Kingdom,925.35,925.35,2023,11,28,Tuesday
C561083,ST87015,AIRLINE BAG VINTAGE JET SET,2,2023-05-18,11.04,10053,Germany,22.08,22.08,2023,5,18,Thursday
C572989,ST12009,IVORY KNITTED MUG COZY,6,2023-12-10,17.27,10742,United Kingdom,103.62,103.62,2023,12,10,Sunday
C544053,ST61987,LUNCH BAG SUKI DESIGN,97,2023-04-08,38.96,10217,United Kingdom,3779.12,3779.12,2023,4,8,Saturday
C572546,ST95029,CHOCOLATE HOT WATER BOTTLE,7,2023-05-03,26.1,10938,United Kingdom,182.7,182.70000000000002,2023,5,3,Wednesday
C553506,ST71537,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,8,2023-06-07,26.08,10368,United Kingdom,208.64,208.64,2023,6,7,Wednesday
C549677,ST39002,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,1,2023-06-13,31.31,10780,EIRE,31.31,31.31,2023,6,13,Tuesday
C537427,ST64732,BOX OF VINTAGE ALPHABET BLOCKS,10,2023-03-16,32.21,10760,Germany,322.1,322.1,2023,3,16,Thursday
C549222,ST75444,PINK CHERRY LIGHTS,10,2023-03-20,45.98,10303,United Kingdom,459.8,459.79999999999995,2023,3,20,Monday
C581247,ST94108,PINK CHERRY LIGHTS,8,2023-12-02,53.19,10564,United Kingdom,425.52,425.52,2023,12,2,Saturday
C566565,ST81636,POPPY'S PLAYHOUSE KITCHEN,6,2023-09-09,10.02,10758,United Kingdom,60.12,60.12,2023,9,9,Saturday
C571894,ST97584,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-04-05,52.03,10501,United Kingdom,104.06,104.06,2023,4,5,Wednesday
C563391,ST29795,HAND WARMER RED POLKA DOT,49,2023-01-04,4.53,10050,United Kingdom,221.97,221.97,2023,1,4,Wednesday
C569508,ST90808,LUNCH BAG PINK POLKADOT,10,2023-04-22,35.38,10010,United Kingdom,353.8,353.8,2023,4,22,Saturday
C579571,ST11553,SET OF 3 CAKE TINS PANTRY DESIGN,9,2023-09-05,30.72,10935,United Kingdom,276.48,276.48,2023,9,5,Tuesday
C554370,ST98346,GLASS HANGING T-LIGHT HOLDER,22,2023-09-29,28.04,10018,United Kingdom,616.88,616.88,2023,9,29,Friday
C543378,ST79003,GLASS STAR FROSTED T-LIGHT HOLDER,4,2023-04-02,11.24,10441,United Kingdom,44.96,44.96,2023,4,2,Sunday
C553884,ST41877,SMALL POPCORN HOLDER,7,2023-07-01,25.7,10259,United Kingdom,179.9,179.9,2023,7,1,Saturday
C556024,ST22255,SET 7 BABUSHKA NESTING BOXES,11,2023-04-26,41.98,10714,United Kingdom,461.78,461.78,2023,4,26,Wednesday
C561083,ST32463,VINTAGE PAISLEY STATIONERY SET,11,2023-07-14,1.36,10416,United Kingdom,14.96,14.96,2023,7,14,Friday
C564801,ST15577,PINK CHERRY LIGHTS,2,2023-09-13,49.3,10085,United Kingdom,98.6,98.6,2023,9,13,Wednesday
C573509,ST46749,LUNCH BAG SUKI DESIGN,2,2023-04-19,37.91,10236,EIRE,75.82,75.82,2023,4,19,Wednesday
C573295,ST37152,CREAM CUPID HEARTS COAT HANGER,6,2023-10-06,1.7,10921,United Kingdom,10.2,10.2,2023,10,6,Friday
C562467,ST61007,RED WOOLLY HOTTIE WHITE HEART,10,2023-03-15,13.87,10602,United Kingdom,138.7,138.7,2023,3,15,Wednesday
C558105,ST20279,WHITE BUTTERFLY T-LIGHT HOLDER,3,2023-10-04,43.66,10694,United Kingdom,130.98,130.98,2023,10,4,Wednesday
C539884,ST90460,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-06-27,19.29,10513,United Kingdom,38.58,38.58,2023,6,27,Tuesday
C562363,ST69054,CHOCOLATE HOT WATER BOTTLE,5,2023-11-01,43.28,10978,United Kingdom,216.4,216.4,2023,11,1,Wednesday
C559683,ST86791,VINTAGE PAISLEY STATIONERY SET,75,2023-04-27,10.91,10503,United Kingdom,818.25,818.25,2023,4,27,Thursday
C541981,ST20752,SAVE THE WHALE COTTON BAG,4,2023-07-14,39.46,10677,Switzerland,157.84,157.84,2023,7,14,Friday
C561268,ST23965,PACK OF 72 RETROSPOT CAKE CASES,7,2023-03-20,18.0,10275,United Kingdom,126.0,126.0,2023,3,20,Monday
C556567,ST21442,LUNCH BAG RED RETROSPOT,5,2023-01-03,6.39,10094,United Kingdom,31.95,31.95,2023,1,3,Tuesday
C565780,ST21746,VINTAGE PAISLEY STATIONERY SET,7,2023-08-09,6.44,10192,United Kingdom,45.080000000000005,45.080000000000005,2023,8,9,Wednesday
C542464,ST11617,AIRLINE BAG VINTAGE JET SET,6,2023-10-11,47.62,10363,United Kingdom,285.72,285.71999999999997,2023,10,11,Wednesday
C561779,ST41816,SET 7 BABUSHKA NESTING BOXES,9,2023-07-31,49.87,10299,United Kingdom,448.83,448.83,2023,7,31,Monday
C547478,ST74634,WHITE BUTTERFLY T-LIGHT HOLDER,5,2023-09-24,17.16,10586,Switzerland,85.8,85.8,2023,9,24,Sunday
C547323,ST20082,PARTY BUNTING,5,2023-02-02,27.07,10150,United Kingdom,135.35,135.35,2023,2,2,Thursday
C552525,ST24021,PACK OF 72 RETROSPOT CAKE CASES,10,2023-05-09,11.44,10370,Portugal,114.4,114.39999999999999,2023,5,9,Tuesday
C536808,ST53193,SMALL POPCORN HOLDER,10,2023-06-05,21.42,10139,Netherlands,214.2,214.20000000000002,2023,6,5,Monday
C564585,ST36326,AIRLINE BAG VINTAGE JET SET,6,2023-06-21,33.51,10451,United Kingdom,201.06,201.06,2023,6,21,Wednesday
C548006,ST92955,SMALL POPCORN HOLDER,57,2023-06-10,40.64,10491,United Kingdom,2316.48,2316.48,2023,6,10,Saturday
C552252,ST83905,CHOCOLATE HOT WATER BOTTLE,7,2023-10-22,20.62,10503,United Kingdom,144.34,144.34,2023,10,22,Sunday
C572123,ST70505,POPPY'S PLAYHOUSE BEDROOM,9,2023-10-31,2.31,10205,United Kingdom,20.79,20.79,2023,10,31,Tuesday
C550104,ST63627,LUNCH BAG RED RETROSPOT,12,2023-12-29,4.59,10966,United Kingdom,55.08,55.08,2023,12,29,Friday
C545486,ST65460,PACK OF 72 RETROSPOT CAKE CASES,5,2023-09-13,36.52,10690,United Kingdom,182.6,182.60000000000002,2023,9,13,Wednesday
C541212,ST80040,LUNCH BAG RED RETROSPOT,81,2023-07-13,32.38,10809,United Kingdom,2622.78,2622.78,2023,7,13,Thursday
C563778,ST80373,GLASS HANGING T-LIGHT HOLDER,6,2023-12-21,38.84,10519,United Kingdom,233.04,233.04000000000002,2023,12,21,Thursday
C541934,ST31802,GLASS STAR FROSTED T-LIGHT HOLDER,11,2023-11-23,36.84,10609,EIRE,405.24,405.24,2023,11,23,Thursday
C539268,ST53463,SKULL SHOULDER BAG,71,2023-11-10,53.2,10663,United Kingdom,3777.2,3777.2000000000003,2023,11,10,Friday
C543308,ST77999,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-08-09,28.5,10989,France,114.0,114.0,2023,8,9,Wednesday
C581431,ST99070,SKULL SHOULDER BAG,6,2023-10-25,22.03,10572,United Kingdom,132.18,132.18,2023,10,25,Wednesday
C569163,ST48722,ASSORTED COLOUR BIRD ORNAMENT,1,2023-12-20,26.99,10603,United Kingdom,26.99,26.99,2023,12,20,Wednesday
C543971,ST37114,ASSORTED COLOUR BIRD ORNAMENT,6,2023-02-13,25.51,10426,United Kingdom,153.06,153.06,2023,2,13,Monday
C559191,ST51800,LUNCH BAG SUKI DESIGN,12,2023-09-05,38.58,10534,United Kingdom,462.96,462.96,2023,9,5,Tuesday
