InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
C538487,ST58760,AIRLINE BAG VINTAGE JET SET,8,2023-10-18,52.23,10973,United Kingdom,417.84
C573977,ST46528,HAND WARMER RED POLKA DOT,7,2023-02-09,17.87,10455,Portugal,125.09
C538063,ST25435,POPPY'S PLAYHOUSE BEDROOM,7,2023-02-28,50.32,10256,Portugal,352.24
C565611,ST74382,IVORY KNITTED MUG COZY,56,2023-05-14,38.43,10269,EIRE,2152.08
C545260,ST21506,RED WOOLLY HOTTIE WHITE HEART,12,2023-03-04,24.95,10205,United Kingdom,299.4
C557309,ST49315,BLUE CHERRY LIGHTS,9,2023-12-16,30.21,10830,United Kingdom,271.89
C578157,ST36342,POPPY'S PLAYHOUSE BEDROOM,9,2023-03-22,12.99,10872,EIRE,116.91
C551879,ST71263,SET OF 3 CAKE TINS PANTRY DESIGN,9,2023-03-13,31.84,10812,United Kingdom,286.56
C544869,ST72739,SAVE THE WHALE COTTON BAG,28,2023-10-10,17.6,10823,United Kingdom,492.80000000000007
C563197,ST68979,SKULL SHOULDER BAG,6,2023-07-30,35.63,10539,United Kingdom,213.78000000000003
C570270,ST33850,BLUE CHERRY LIGHTS,9,2023-12-15,35.49,10478,Belgium,319.41
C564717,ST77908,SET OF 4 PANTRY JELLY MOULDS,27,2023-03-08,45.87,10787,United Kingdom,1238.49
C547155,ST78012,POPPY'S PLAYHOUSE KITCHEN,12,2023-06-05,13.06,10157,United Kingdom,156.72
C541533,ST91922,BOX OF VINTAGE ALPHABET BLOCKS,9,2023-05-26,15.71,10917,United Kingdom,141.39000000000001
C571327,ST86106,SET 7 BABUSHKA NESTING BOXES,3,2023-11-11,32.9,10311,United Kingdom,98.69999999999999
C579535,ST83874,SAVE THE WHALE COTTON BAG,10,2023-03-29,19.13,10158,Channel Islands,191.29999999999998
C541688,ST37631,CREAM CUPID HEARTS COAT HANGER,93,2023-01-15,15.18,10043,United Kingdom,1411.74
C563666,ST81509,SAVE THE WHALE COTTON BAG,8,2023-10-20,48.99,10786,United Kingdom,391.92
C556163,ST69446,LUNCH BAG SUKI DESIGN,11,2023-11-25,22.84,10297,Spain,251.24
C540291,ST54589,POPPY'S PLAYHOUSE KITCHEN,8,2023-12-19,26.0,10075,Germany,208.0
C556850,ST27139,CHOCOLATE HOT WATER BOTTLE,6,2023-03-15,53.67,10622,United Kingdom,322.02
C570114,ST45058,VINTAGE PAISLEY STATIONERY SET,4,2023-07-09,26.11,10779,Germany,104.44
C545597,ST64805,GLASS STAR FROSTED T-LIGHT HOLDER,7,2023-05-07,47.64,10461,United Kingdom,333.48
C557823,ST75308,SKULL SHOULDER BAG,4,2023-03-23,42.17,10255,United Kingdom,168.68
C569051,ST76249,RECIPE BOX WITH METAL HEART,2,2023-08-28,52.03,10528,France,104.06
C550464,ST88317,AIRLINE BAG VINTAGE WORLD CHAMPION,1,2023-05-04,16.09,10469,France,16.09
C580439,ST66482,LUNCH BAG SUKI DESIGN,1,2023-12-01,46.72,10904,EIRE,46.72
C560336,ST83638,SMALL POPCORN HOLDER,7,2023-05-16,3.62,10138,Netherlands,25.34
C572621,ST82070,LOVE BUILDING BLOCK WORD,9,2023-07-05,25.24,10200,United Kingdom,227.16
C580955,ST54444,SAVE THE WHALE COTTON BAG,2,2023-11-16,22.18,10287,United Kingdom,44.36
C545819,ST15938,FELTCRAFT PRINCESS CHARLOTTE DOLL,7,2023-07-07,27.93,10572,France,195.51
C558191,ST77568,LUNCH BAG SUKI DESIGN,3,2023-03-12,33.68,10040,United Kingdom,101.03999999999999
C576543,ST49221,CHOCOLATE HOT WATER BOTTLE,10,2023-06-17,40.88,10144,Germany,408.8
C569612,ST72245,SET OF 4 PANTRY JELLY MOULDS,12,2023-06-22,31.33,10608,France,375.96
C560505,ST92478,PINK CHERRY LIGHTS,7,2023-01-09,32.46,10836,Spain,227.22
C567467,ST16731,BOX OF VINTAGE ALPHABET BLOCKS,94,2023-11-02,32.13,10028,United Kingdom,3020.2200000000003
C547539,ST59832,MASON JAR CANDLE HOLDER,10,2023-09-03,42.79,10598,United Kingdom,427.9
C552237,ST12482,CREAM CUPID HEARTS COAT HANGER,12,2023-12-15,6.8,10152,United Kingdom,81.6
C563810,ST90147,ASSORTED COLOUR BIRD ORNAMENT,4,2023-06-10,23.07,10452,United Kingdom,92.28
C540446,ST96799,HAND WARMER RED POLKA DOT,9,2023-08-30,18.45,10943,United Kingdom,166.04999999999998
C561060,ST54869,CHOCOLATE HOT WATER BOTTLE,78,2023-09-27,50.24,10490,United Kingdom,3918.7200000000003
C580658,ST46569,BOX OF VINTAGE ALPHABET BLOCKS,4,2023-07-01,52.69,10560,United Kingdom,210.76
C551101,ST74094,RECIPE BOX WITH METAL HEART,12,2023-06-02,12.07,10572,United Kingdom,144.84
C559224,ST85166,VINTAGE PAISLEY STATIONERY SET,55,2023-09-03,16.43,10325,United Kingdom,903.65
C561248,ST47700,SMALL POPCORN HOLDER,38,2023-10-06,16.58,10693,United Kingdom,630.04
C559064,ST36485,LUNCH BAG RED RETROSPOT,12,2023-02-10,26.79,10979,United Kingdom,321.48
C554133,ST86917,VINTAGE PAISLEY STATIONERY SET,3,2023-10-03,6.76,10848,France,20.28
C539691,ST64172,MASON JAR CANDLE HOLDER,4,2023-05-05,3.69,10246,United Kingdom,14.76
C542954,ST30701,HAND WARMER RED POLKA DOT,9,2023-08-30,53.8,10339,United Kingdom,484.2
C567540,ST94659,LUNCH BAG SUKI DESIGN,5,2023-12-01,18.24,10417,United Kingdom,91.19999999999999
C579114,ST14888,SKULL SHOULDER BAG,12,2023-02-15,40.01,10061,Germany,480.12
C563751,ST62034,POPPY'S PLAYHOUSE BEDROOM,24,2023-03-31,54.85,10936,United Kingdom,1316.4
C548575,ST89007,LOVE BUILDING BLOCK WORD,21,2023-09-11,17.01,10807,United Kingdom,357.21000000000004
C555014,ST27589,LUNCH BAG PINK POLKADOT,89,2023-06-21,29.24,10110,United Kingdom,2602.3599999999997
C567037,ST70150,HOME BUILDING BLOCK WORD,2,2023-09-16,18.76,10872,United Kingdom,37.52
C548567,ST35318,WHITE HANGING HEART T-LIGHT HOLDER,5,2023-05-12,31.6,10664,United Kingdom,158.0
C578224,ST62538,SMALL POPCORN HOLDER,85,2023-11-09,18.61,10180,United Kingdom,1581.85
C548474,ST60275,HAND WARMER RED POLKA DOT,4,2023-02-18,1.22,10686,United Kingdom,4.88
C553862,ST44282,PINK CHERRY LIGHTS,12,2023-08-17,31.87,10242,Germany,382.44
C551851,ST63138,KNITTED UNION FLAG HOT WATER BOTTLE,8,2023-07-04,17.46,10670,Italy,139.68
C556745,ST38947,HAND WARMER UNION JACK,5,2023-09-15,20.75,10703,United Kingdom,103.75
C567703,ST81989,ASSORTED COLOUR BIRD ORNAMENT,10,2023-03-10,21.08,10225,United Kingdom,210.79999999999998
C571591,ST20730,IVORY KNITTED MUG COZY,11,2023-08-30,41.72,10935,France,458.91999999999996
C570979,ST81781,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,10,2023-08-17,6.93,10539,United Kingdom,69.3
C549613,ST78202,SKULL SHOULDER BAG,3,2023-09-16,18.62,10925,United Kingdom,55.86
C580948,ST76895,IVORY KNITTED MUG COZY,8,2023-03-01,5.77,10453,United Kingdom,46.16
C566081,ST83242,HAND WARMER RED POLKA DOT,8,2023-01-29,31.39,10457,United Kingdom,251.12
C556561,ST85800,WHITE METAL LANTERN,1,2023-12-11,41.24,10474,Portugal,41.24
C564132,ST19046,BLUE CHERRY LIGHTS,9,2023-01-24,54.68,10075,EIRE,492.12
C538444,ST94656,LOVE BUILDING BLOCK WORD,3,2023-08-30,42.32,10957,United Kingdom,126.96000000000001
C560905,ST99486,WHITE BUTTERFLY T-LIGHT HOLDER,7,2023-08-04,21.19,10987,United Kingdom,148.33
C571708,ST80419,HAND WARMER RED POLKA DOT,6,2023-12-05,7.27,10988,United Kingdom,43.62
C544710,ST70686,BOX OF 6 ASSORTED COLOUR TEASPOONS,22,2023-09-28,53.84,10403,United Kingdom,1184.48
C564160,ST55371,GLASS HANGING T-LIGHT HOLDER,4,2023-10-06,14.25,10690,United Kingdom,57.0
C548717,ST12050,HAND WARMER UNION JACK,11,2023-05-22,23.55,10159,United Kingdom,259.05
C540774,ST16380,GLASS STAR FROSTED T-LIGHT HOLDER,8,2023-04-16,33.22,10247,Germany,265.76
C562727,ST17398,LUNCH BAG RED RETROSPOT,4,2023-01-23,41.7,10251,United Kingdom,166.8
C555322,ST88370,BOX OF 6 ASSORTED COLOUR TEASPOONS,93,2023-09-15,18.12,10144,United Kingdom,1685.16
C557380,ST78321,BOX OF VINTAGE JIGSAW BLOCKS,3,2023-12-11,54.23,10792,Switzerland,162.69
C556058,ST32955,HOME BUILDING BLOCK WORD,10,2023-07-31,48.49,10227,Germany,484.90000000000003
C564362,ST97994,VINTAGE PAISLEY STATIONERY SET,6,2023-12-14,51.84,10642,United Kingdom,311.04
C557253,ST80507,LARGE POPCORN HOLDER,5,2023-09-26,21.24,10391,United Kingdom,106.19999999999999
C551133,ST17552,RECIPE BOX WITH METAL HEART,38,2023-05-04,44.48,10485,United Kingdom,1690.2399999999998
C563661,ST36651,VINTAGE PAISLEY STATIONERY SET,7,2023-07-31,14.0,10576,United Kingdom,98.0
C541546,ST34966,LUNCH BAG RED RETROSPOT,31,2023-11-28,29.85,10339,United Kingdom,925.35
C561083,ST87015,AIRLINE BAG VINTAGE JET SET,2,2023-05-18,11.04,10053,Germany,22.08
C572989,ST12009,IVORY KNITTED MUG COZY,6,2023-12-10,17.27,10742,United Kingdom,103.62
C544053,ST61987,LUNCH BAG SUKI DESIGN,97,2023-04-08,38.96,10217,United Kingdom,3779.12
C572546,ST95029,CHOCOLATE HOT WATER BOTTLE,7,2023-05-03,26.1,10938,United Kingdom,182.70000000000002
C553506,ST71537,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,8,2023-06-07,26.08,10368,United Kingdom,208.64
C549677,ST39002,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,1,2023-06-13,31.31,10780,EIRE,31.31
C537427,ST64732,BOX OF VINTAGE ALPHABET BLOCKS,10,2023-03-16,32.21,10760,Germany,322.1
C549222,ST75444,PINK CHERRY LIGHTS,10,2023-03-20,45.98,10303,United Kingdom,459.79999999999995
C581247,ST94108,PINK CHERRY LIGHTS,8,2023-12-02,53.19,10564,United Kingdom,425.52
C566565,ST81636,POPPY'S PLAYHOUSE KITCHEN,6,2023-09-09,10.02,10758,United Kingdom,60.12
C571894,ST97584,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-04-05,52.03,10501,United Kingdom,104.06
C563391,ST29795,HAND WARMER RED POLKA DOT,49,2023-01-04,4.53,10050,United Kingdom,221.97
C569508,ST90808,LUNCH BAG PINK POLKADOT,10,2023-04-22,35.38,10010,United Kingdom,353.8
C579571,ST11553,SET OF 3 CAKE TINS PANTRY DESIGN,9,2023-09-05,30.72,10935,United Kingdom,276.48
C554370,ST98346,GLASS HANGING T-LIGHT HOLDER,22,2023-09-29,28.04,10018,United Kingdom,616.88
C543378,ST79003,GLASS STAR FROSTED T-LIGHT HOLDER,4,2023-04-02,11.24,10441,United Kingdom,44.96
C553884,ST41877,SMALL POPCORN HOLDER,7,2023-07-01,25.7,10259,United Kingdom,179.9
C556024,ST22255,SET 7 BABUSHKA NESTING BOXES,11,2023-04-26,41.98,10714,United Kingdom,461.78
C561083,ST32463,VINTAGE PAISLEY STATIONERY SET,11,2023-07-14,1.36,10416,United Kingdom,14.96
C564801,ST15577,PINK CHERRY LIGHTS,2,2023-09-13,49.3,10085,United Kingdom,98.6
C573509,ST46749,LUNCH BAG SUKI DESIGN,2,2023-04-19,37.91,10236,EIRE,75.82
C573295,ST37152,CREAM CUPID HEARTS COAT HANGER,6,2023-10-06,1.7,10921,United Kingdom,10.2
C562467,ST61007,RED WOOLLY HOTTIE WHITE HEART,10,2023-03-15,13.87,10602,United Kingdom,138.7
C558105,ST20279,WHITE BUTTERFLY T-LIGHT HOLDER,3,2023-10-04,43.66,10694,United Kingdom,130.98
C539884,ST90460,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-06-27,19.29,10513,United Kingdom,38.58
C562363,ST69054,CHOCOLATE HOT WATER BOTTLE,5,2023-11-01,43.28,10978,United Kingdom,216.4
C559683,ST86791,VINTAGE PAISLEY STATIONERY SET,75,2023-04-27,10.91,10503,United Kingdom,818.25
C541981,ST20752,SAVE THE WHALE COTTON BAG,4,2023-07-14,39.46,10677,Switzerland,157.84
C561268,ST23965,PACK OF 72 RETROSPOT CAKE CASES,7,2023-03-20,18.0,10275,United Kingdom,126.0
C556567,ST21442,LUNCH BAG RED RETROSPOT,5,2023-01-03,6.39,10094,United Kingdom,31.95
C565780,ST21746,VINTAGE PAISLEY STATIONERY SET,7,2023-08-09,6.44,10192,United Kingdom,45.080000000000005
C542464,ST11617,AIRLINE BAG VINTAGE JET SET,6,2023-10-11,47.62,10363,United Kingdom,285.71999999999997
C561779,ST41816,SET 7 BABUSHKA NESTING BOXES,9,2023-07-31,49.87,10299,United Kingdom,448.83
C547478,ST74634,WHITE BUTTERFLY T-LIGHT HOLDER,5,2023-09-24,17.16,10586,Switzerland,85.8
C547323,ST20082,PARTY BUNTING,5,2023-02-02,27.07,10150,United Kingdom,135.35
C552525,ST24021,PACK OF 72 RETROSPOT CAKE CASES,10,2023-05-09,11.44,10370,Portugal,114.39999999999999
C536808,ST53193,SMALL POPCORN HOLDER,10,2023-06-05,21.42,10139,Netherlands,214.20000000000002
C564585,ST36326,AIRLINE BAG VINTAGE JET SET,6,2023-06-21,33.51,10451,United Kingdom,201.06
C548006,ST92955,SMALL POPCORN HOLDER,57,2023-06-10,40.64,10491,United Kingdom,2316.48
C552252,ST83905,CHOCOLATE HOT WATER BOTTLE,7,2023-10-22,20.62,10503,United Kingdom,144.34
C572123,ST70505,POPPY'S PLAYHOUSE BEDROOM,9,2023-10-31,2.31,10205,United Kingdom,20.79
C550104,ST63627,LUNCH BAG RED RETROSPOT,12,2023-12-29,4.59,10966,United Kingdom,55.08
C545486,ST65460,PACK OF 72 RETROSPOT CAKE CASES,5,2023-09-13,36.52,10690,United Kingdom,182.60000000000002
C541212,ST80040,LUNCH BAG RED RETROSPOT,81,2023-07-13,32.38,10809,United Kingdom,2622.78
C563778,ST80373,GLASS HANGING T-LIGHT HOLDER,6,2023-12-21,38.84,10519,United Kingdom,233.04000000000002
C541934,ST31802,GLASS STAR FROSTED T-LIGHT HOLDER,11,2023-11-23,36.84,10609,EIRE,405.24
C539268,ST53463,SKULL SHOULDER BAG,71,2023-11-10,53.2,10663,United Kingdom,3777.2000000000003
C543308,ST77999,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-08-09,28.5,10989,France,114.0
C581431,ST99070,SKULL SHOULDER BAG,6,2023-10-25,22.03,10572,United Kingdom,132.18
C569163,ST48722,ASSORTED COLOUR BIRD ORNAMENT,1,2023-12-20,26.99,10603,United Kingdom,26.99
C543971,ST37114,ASSORTED COLOUR BIRD ORNAMENT,6,2023-02-13,25.51,10426,United Kingdom,153.06
C559191,ST51800,LUNCH BAG SUKI DESIGN,12,2023-09-05,38.58,10534,United Kingdom,462.96
C539293,ST98754,HAND WARMER UNION JACK,6,2023-06-03,35.94,10069,Spain,215.64
C552350,ST65885,MASON JAR CANDLE HOLDER,3,2023-03-26,18.77,10820,Germany,56.31
C551559,ST66640,SMALL POPCORN HOLDER,3,2023-08-25,35.53,10982,France,106.59
C576611,ST38153,FELTCRAFT PRINCESS CHARLOTTE DOLL,7,2023-01-15,21.91,10406,United Kingdom,153.37
C540465,ST52727,SKULL SHOULDER BAG,9,2023-05-23,10.97,10211,United Kingdom,98.73
C543833,ST93769,BOX OF VINTAGE ALPHABET BLOCKS,8,2023-08-23,29.43,10202,Germany,235.44
C561834,ST70012,SAVE THE WHALE COTTON BAG,2,2023-11-02,19.69,10321,France,39.38
C580509,ST27556,RECIPE BOX WITH METAL HEART,95,2023-03-30,5.44,10633,Channel Islands,516.8000000000001
C552000,ST76954,RECIPE BOX WITH METAL HEART,6,2023-03-02,38.4,10321,United Kingdom,230.39999999999998
C575452,ST93296,HAND WARMER RED POLKA DOT,7,2023-08-03,10.91,10398,United Kingdom,76.37
C578652,ST34523,POPPY'S PLAYHOUSE BEDROOM,8,2023-12-22,16.49,10551,Germany,131.92
C576958,ST35575,KNITTED UNION FLAG HOT WATER BOTTLE,21,2023-08-19,27.09,10323,United Kingdom,568.89
C573168,ST64477,SET OF 4 PANTRY JELLY MOULDS,7,2023-07-16,37.93,10835,Belgium,265.51
C568392,ST38905,POPPY'S PLAYHOUSE KITCHEN,1,2023-08-16,43.95,10728,EIRE,43.95
C554377,ST84140,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,2023-01-17,43.13,10300,United Kingdom,129.39000000000001
C572391,ST81186,SET OF 4 PANTRY JELLY MOULDS,2,2023-09-11,15.36,10761,Germany,30.72
C571888,ST65725,CREAM CUPID HEARTS COAT HANGER,8,2023-07-07,30.44,10844,Germany,243.52
C552587,ST55688,RECIPE BOX WITH METAL HEART,24,2023-12-01,25.2,10105,United Kingdom,604.8
C565139,ST87060,HAND WARMER UNION JACK,4,2023-02-14,12.21,10883,Netherlands,48.84
C576359,ST37082,PACK OF 72 RETROSPOT CAKE CASES,10,2023-06-29,8.39,10706,United Kingdom,83.9
C540255,ST32069,SKULL SHOULDER BAG,5,2023-04-16,33.17,10834,France,165.85000000000002
C555543,ST99037,LOVE BUILDING BLOCK WORD,9,2023-12-27,54.21,10332,United Kingdom,487.89
C545250,ST26631,LARGE POPCORN HOLDER,55,2023-02-18,47.8,10835,Spain,2629.0
C552727,ST98635,ASSORTED COLOUR BIRD ORNAMENT,4,2023-03-09,42.08,10719,United Kingdom,168.32
C545682,ST69243,SKULL SHOULDER BAG,11,2023-09-08,23.28,10403,United Kingdom,256.08000000000004
C542466,ST58374,SMALL POPCORN HOLDER,5,2023-11-21,38.47,10078,Netherlands,192.35
C557814,ST70089,AIRLINE BAG VINTAGE WORLD CHAMPION,12,2023-09-07,5.89,10466,United Kingdom,70.67999999999999
C559841,ST66314,RED WOOLLY HOTTIE WHITE HEART,7,2023-12-07,12.65,10651,United Kingdom,88.55
C568786,ST85750,HOME BUILDING BLOCK WORD,5,2023-04-19,19.14,10845,Switzerland,95.7
C568172,ST92074,PINK CHERRY LIGHTS,26,2023-10-17,3.34,10134,Switzerland,86.84
C537432,ST10088,HAND WARMER UNION JACK,40,2023-08-24,24.75,10803,United Kingdom,990.0
C549624,ST45916,HAND WARMER RED POLKA DOT,58,2023-08-08,9.46,10982,United Kingdom,548.6800000000001
C559986,ST31695,BOX OF VINTAGE ALPHABET BLOCKS,11,2023-12-02,49.79,10096,United Kingdom,547.6899999999999
C577364,ST21953,RECIPE BOX WITH METAL HEART,4,2023-07-22,24.09,10054,United Kingdom,96.36
C536436,ST78084,IVORY KNITTED MUG COZY,3,2023-02-18,33.0,10721,United Kingdom,99.0
C536973,ST65353,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-08-16,54.36,10697,United Kingdom,108.72
C567671,ST23425,RED WOOLLY HOTTIE WHITE HEART,2,2023-03-09,40.42,10711,Germany,80.84
C560453,ST98753,RECIPE BOX WITH METAL HEART,3,2023-06-10,35.59,10106,France,106.77000000000001
C571132,ST56030,SKULL SHOULDER BAG,11,2023-02-05,9.74,10147,France,107.14
C577526,ST38474,ASSORTED COLOUR BIRD ORNAMENT,98,2023-04-20,38.03,10740,United Kingdom,3726.94
C545540,ST66280,HAND WARMER UNION JACK,7,2023-02-21,19.89,10089,United Kingdom,139.23000000000002
C552603,ST88644,HOME BUILDING BLOCK WORD,4,2023-03-13,30.82,10323,United Kingdom,123.28
C555037,ST89551,WHITE METAL LANTERN,58,2023-11-08,11.97,10739,United Kingdom,694.26
C562038,ST24777,LOVE BUILDING BLOCK WORD,4,2023-04-07,27.65,10522,United Kingdom,110.6
C578182,ST51480,AIRLINE BAG VINTAGE JET SET,1,2023-09-13,54.29,10247,Spain,54.29
C573614,ST71736,LARGE POPCORN HOLDER,11,2023-07-18,10.21,10136,United Kingdom,112.31
C537458,ST17925,AIRLINE BAG VINTAGE WORLD CHAMPION,5,2023-02-07,12.53,10978,United Kingdom,62.65
C569566,ST65518,LOVE BUILDING BLOCK WORD,9,2023-07-23,42.39,10972,United Kingdom,381.51
C541766,ST20957,PACK OF 72 RETROSPOT CAKE CASES,10,2023-07-25,9.12,10719,Germany,91.19999999999999
C569873,ST61213,IVORY KNITTED MUG COZY,39,2023-02-10,29.9,10318,United Kingdom,1166.1
C578952,ST41278,RED WOOLLY HOTTIE WHITE HEART,7,2023-11-21,40.38,10601,United Kingdom,282.66
C542015,ST50539,PARTY BUNTING,10,2023-05-06,33.82,10060,United Kingdom,338.2
C547876,ST31473,HAND WARMER UNION JACK,3,2023-12-03,38.84,10683,Germany,116.52000000000001
C570640,ST58741,MASON JAR CANDLE HOLDER,12,2023-06-27,14.89,10509,United Kingdom,178.68
C544101,ST18371,WHITE METAL LANTERN,7,2023-05-18,15.58,10130,France,109.06
C574156,ST17266,PACK OF 72 RETROSPOT CAKE CASES,8,2023-12-31,28.51,10270,Germany,228.08
C547301,ST98358,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,2,2023-10-18,49.27,10512,United Kingdom,98.54
C551333,ST71835,SET OF 4 PANTRY JELLY MOULDS,1,2023-03-01,14.09,10741,United Kingdom,14.09
C546200,ST95944,POPPY'S PLAYHOUSE BEDROOM,24,2023-07-16,30.79,10373,Norway,738.96
C557454,ST20208,BOX OF VINTAGE JIGSAW BLOCKS,12,2023-04-25,18.17,10430,United Kingdom,218.04000000000002
C544190,ST77603,SET OF 4 PANTRY JELLY MOULDS,1,2023-07-10,10.56,10586,United Kingdom,10.56
C540882,ST82494,LUNCH BAG PINK POLKADOT,59,2023-07-25,18.57,10048,France,1095.63
C560542,ST41795,FELTCRAFT PRINCESS CHARLOTTE DOLL,5,2023-01-05,40.9,10468,Switzerland,204.5
C575142,ST81638,SET OF 3 CAKE TINS PANTRY DESIGN,45,2023-07-08,40.51,10476,Norway,1822.9499999999998
C546232,ST55406,WHITE HANGING HEART T-LIGHT HOLDER,23,2023-05-06,13.47,10779,Germany,309.81
C536993,ST50306,PINK CHERRY LIGHTS,11,2023-12-22,21.23,10652,United Kingdom,233.53
C571086,ST28661,BOX OF VINTAGE JIGSAW BLOCKS,1,2023-04-16,53.51,10107,United Kingdom,53.51
C542461,ST58823,CREAM CUPID HEARTS COAT HANGER,86,2023-05-24,23.22,10729,Germany,1996.9199999999998
C574426,ST19808,GLASS STAR FROSTED T-LIGHT HOLDER,11,2023-02-13,45.25,10470,United Kingdom,497.75
C540446,ST44208,PARTY BUNTING,3,2023-10-18,13.67,10607,United Kingdom,41.01
C562117,ST36569,CHOCOLATE HOT WATER BOTTLE,5,2023-06-11,13.5,10872,Netherlands,67.5
C543506,ST63282,ASSORTED COLOUR BIRD ORNAMENT,8,2023-10-27,26.09,10140,United Kingdom,208.72
C559845,ST25717,IVORY KNITTED MUG COZY,8,2023-10-02,15.2,10124,United Kingdom,121.6
C581326,ST52964,RECIPE BOX WITH METAL HEART,97,2023-03-22,3.03,10093,United Kingdom,293.90999999999997
C552632,ST44100,BLUE CHERRY LIGHTS,1,2023-02-16,37.52,10152,United Kingdom,37.52
C538401,ST42748,SMALL POPCORN HOLDER,91,2023-03-31,41.36,10840,United Kingdom,3763.7599999999998
C543043,ST39135,HAND WARMER RED POLKA DOT,1,2023-08-25,45.81,10097,United Kingdom,45.81
C562617,ST86823,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,11,2023-04-12,5.4,10134,United Kingdom,59.400000000000006
C537793,ST26880,RED WOOLLY HOTTIE WHITE HEART,11,2023-02-08,24.86,10266,United Kingdom,273.46
C544394,ST85220,CREAM CUPID HEARTS COAT HANGER,26,2023-06-19,9.95,10095,Germany,258.7
C568879,ST38143,WHITE METAL LANTERN,7,2023-07-22,10.21,10444,United Kingdom,71.47
C554386,ST91156,HOME BUILDING BLOCK WORD,3,2023-04-06,2.73,10931,Portugal,8.19
C578785,ST21497,LOVE BUILDING BLOCK WORD,9,2023-05-06,26.79,10632,United Kingdom,241.10999999999999
C545358,ST81258,LARGE POPCORN HOLDER,9,2023-07-16,14.34,10287,United Kingdom,129.06
C561432,ST84141,BLUE CHERRY LIGHTS,8,2023-01-10,19.48,10814,EIRE,155.84
C561817,ST13840,HOME BUILDING BLOCK WORD,6,2023-06-14,33.18,10515,United Kingdom,199.07999999999998
C540204,ST30922,LUNCH BAG SUKI DESIGN,10,2023-05-24,54.98,10918,Portugal,549.8
C579413,ST38758,BOX OF VINTAGE JIGSAW BLOCKS,12,2023-05-07,3.88,10103,United Kingdom,46.56
C559617,ST57026,POPPY'S PLAYHOUSE BEDROOM,10,2023-07-18,18.07,10590,Portugal,180.7
C538213,ST34672,BLUE CHERRY LIGHTS,92,2023-10-30,8.54,10936,United Kingdom,785.68
C571893,ST40490,RECIPE BOX WITH METAL HEART,1,2023-09-10,5.74,10857,Spain,5.74
C537671,ST36406,MASON JAR CANDLE HOLDER,6,2023-04-23,50.55,10617,United Kingdom,303.29999999999995
C558696,ST29360,POPPY'S PLAYHOUSE BEDROOM,61,2023-03-08,4.07,10826,Channel Islands,248.27
C545648,ST58967,HAND WARMER UNION JACK,66,2023-12-27,52.86,10601,United Kingdom,3488.7599999999998
C562290,ST30644,AIRLINE BAG VINTAGE WORLD CHAMPION,5,2023-12-06,18.32,10722,United Kingdom,91.6
C578259,ST83659,SET OF 3 CAKE TINS PANTRY DESIGN,3,2023-08-12,39.14,10750,Portugal,117.42
C559749,ST48602,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,2023-11-11,21.34,10711,United Kingdom,64.02
C536482,ST88956,SKULL SHOULDER BAG,10,2023-04-01,2.6,10131,United Kingdom,26.0
C550841,ST20198,PACK OF 72 RETROSPOT CAKE CASES,8,2023-11-10,8.47,10326,United Kingdom,67.76
C557304,ST97821,POPPY'S PLAYHOUSE KITCHEN,2,2023-06-27,45.34,10244,United Kingdom,90.68
C565635,ST55938,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-06-21,38.39,10655,United Kingdom,153.56
C536448,ST31802,KNITTED UNION FLAG HOT WATER BOTTLE,12,2023-02-25,23.57,10263,United Kingdom,282.84000000000003
C568679,ST72847,WHITE BUTTERFLY T-LIGHT HOLDER,7,2023-07-31,6.34,10906,Netherlands,44.379999999999995
C579026,ST14379,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2023-10-23,44.13,10808,United Kingdom,88.26
C557252,ST59212,BOX OF VINTAGE ALPHABET BLOCKS,29,2023-01-11,19.36,10302,United Kingdom,561.4399999999999
C572216,ST14062,SET 7 BABUSHKA NESTING BOXES,10,2023-02-08,49.22,10165,Switzerland,492.2
C547178,ST53397,AIRLINE BAG VINTAGE JET SET,40,2023-12-01,3.75,10442,Spain,150.0
C563187,ST96585,VINTAGE PAISLEY STATIONERY SET,12,2023-04-08,30.1,10211,United Kingdom,361.20000000000005
C551932,ST74349,GLASS STAR FROSTED T-LIGHT HOLDER,10,2023-06-02,30.61,10289,United Kingdom,306.1
C560012,ST91931,WHITE HANGING HEART T-LIGHT HOLDER,5,2023-01-28,45.46,10158,United Kingdom,227.3
C549450,ST20739,GLASS STAR FROSTED T-LIGHT HOLDER,3,2023-09-03,35.41,10615,United Kingdom,106.22999999999999
C556573,ST94130,SMALL POPCORN HOLDER,11,2023-03-01,15.2,10485,United Kingdom,167.2
